"","P1","P2","P3","P4","P5","Team","Mins","oMins","dMins","oPOSS","dPOSS","ORTG","DRTG","NETRTG","PTS","dPTS","FGA","dFGA","FGM","dFGM","TPA","dTPA","TPM","dTPM","FTA","dFTA","FTM","dFTM","RIMA","dRIMA","RIMM","dRIMM","ORB","dORB","DRB","dDRB","BLK","dBLK","TO","dTO","AST","dAST","ePOSS","FG.","dFG.","TPP","dTPP","FTP","dFTP","eFG.","deFG.","TS.","dTS.","RIM.","dRIM.","MID.","dMID.","TPrate","dTPrate","RIMrate","dRIMrate","MIDrate","dMIDrate","FTrate","dFTrate","ASTrate","dASTrate","TOrate","dTOrate","BLKrate","oBLKrate","ORB.","DRB.","TimePerPoss","dTimePerPoss"
"114","ANTHONY.POLITE","DAVID.NICHOLS","MFIONDU.KABENGELE","TERANCE.MANN","TRENT.FORREST","Florida St.",1.1,0.417,0.683,2,1,50,0,50,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.5,0,0,0,0,0.5,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,1,12.5,41
"115","ANTHONY.POLITE","HARRISON.PRIETO","MJ.WALKER","RAIQUAN.GRAY","TRENT.FORREST","Florida St.",1.767,1.167,0.6,3,3,66.667,266.667,-200,2,8,3,3,1,3,2,2,0,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,2.5,0.333,1,0,1,0,0,0.333,1.333,0.333,1.333,0,1,1,0,0.667,0.667,0,0.333,0.333,0,0,0,0,0.667,0,0,0,0,0.5,0,23.333,12
"116","ANTHONY.POLITE","MFIONDU.KABENGELE","MJ.WALKER","TERANCE.MANN","TRENT.FORREST","Florida St.",1.517,0.567,0.95,2,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,1,17,28.5
"117","ANTHONY.POLITE","MJ.WALKER","PHIL.COFER","TERANCE.MANN","TRENT.FORREST","Florida St.",1.717,0.8,0.917,2,2,0,100,-100,0,2,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,1,2,0,0.333,0,0,0,0,0,0.333,0,0.333,0,0,0,0.5,0.5,0,0,0.333,0.5,0.667,0,0,0,1,0,0,0.333,0,0,0.5,24,27.5
"118","ANTONIO.GILLESPIE","DAVID.SYFAX","LAPRI.MCCRAYPACE","MARTEZ.CAMERON","TYLER.STREETER","Morgan St.",3.533,1.417,2.117,6,7,100,71.429,28.571,6,5,5,5,2,1,3,3,2,1,0,2,0,2,1,2,0,0,0,0,4,3,0,1,1,1,2,1,6.5,0.4,0.2,0.667,0.333,0,1,0.6,0.3,0.6,0.42,0,0,0,0,0.6,0.6,0.2,0.4,0.2,0,0,0.4,1,1,0.167,0.143,0,0.2,0,1,14.167,18.143
"119","ANTONIO.GILLESPIE","DAVID.SYFAX","MALIK.MILLER","MARTEZ.CAMERON","SHERWYN.DEVONISHPRINCE","Morgan St.",0.783,0.45,0.333,2,1,0,200,-200,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1.5,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.5,0,0,0,0,0,13.5,20
"120","ANTONIO.GILLESPIE","DAVID.SYFAX","MALIK.MILLER","MARTEZ.CAMERON","VICTOR.CURRY","Morgan St.",2.433,1.45,0.983,3,3,33.333,100,-66.667,1,3,3,1,0,1,3,1,0,1,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,2,0,1,3,0,1,0,1,0.5,0,0,1.5,0.127,1.5,0,0,0,0,1,1,0,0,0,0,0.667,0,0,1,0,0.667,0,0.333,0.333,0,29,19.667
"121","ANTONIO.GILLESPIE","DAVID.SYFAX","MALIK.MILLER","SHERWYN.DEVONISHPRINCE","VICTOR.CURRY","Morgan St.",1.133,0.083,1.05,1,3,0,66.667,-66.667,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,0,1,0,0,0,0,1,5,21
"122","ANTONIO.GILLESPIE","DAVID.SYFAX","MARTEZ.CAMERON","SHERWYN.DEVONISHPRINCE","TEAM","Morgan St.",1.75,0.383,1.367,3,4,66.667,50,16.667,2,2,3,1,1,0,1,0,0,0,0,2,0,2,1,0,1,0,0,0,1,2,0,0,0,2,0,0,3.5,0.333,0,0,0,0,1,0.333,0,0.333,0.513,1,0,0,0,0.333,0,0.333,0,0.333,1,0,2,0,0,0,0.5,0,0,0,1,7.667,20.5
"123","ANTONIO.GILLESPIE","DAVID.SYFAX","MARTEZ.CAMERON","SHERWYN.DEVONISHPRINCE","VICTOR.CURRY","Morgan St.",0.317,0.3,0.017,2,1,0,200,-200,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.5,0,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1
"124","ANTONIO.GILLESPIE","DAVID.SYFAX","MARTEZ.CAMERON","TYLER.STREETER","VICTOR.CURRY","Morgan St.",0.967,0.667,0.3,1,1,0,300,-300,0,3,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,40,18
"125","ANTONIO.GILLESPIE","JORDAN.LITTLE","MARTEZ.CAMERON","SHERWYN.DEVONISHPRINCE","VICTOR.CURRY","Morgan St.",0.733,0.433,0.3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26,18
"126","ANTONIO.GREEN","DONOVAN.SIMS","JAMES.HAWTHORNE","JAYCE.JOHNSON","KARL.GAMBLE","Middle Tenn.",4.767,1.817,2.95,9,9,88.889,111.111,-22.222,8,10,6,8,4,3,0,4,0,1,0,5,0,3,6,3,4,2,0,2,4,2,1,0,2,2,2,3,9,0.667,0.375,0,0.25,0,0.6,0.667,0.438,0.667,0.482,0.667,0.667,0,0,0,0.5,1,0.375,0,0.125,0,0.625,0.5,1,0.222,0.222,0.125,0,0,0.667,12.111,19.667
"127","ANTONIO.GREEN","DONOVAN.SIMS","JAMES.HAWTHORNE","JAYCE.JOHNSON","REGGIE.SCURRY","Middle Tenn.",0.833,0.2,0.633,1,2,200,100,100,2,2,1,0,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1.5,1,0,0,0,0,1,1,0,1,1.053,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0,0,0,0,12,19
"128","ANTONIO.GREEN","DONOVAN.SIMS","JAYCE.JOHNSON","KARL.GAMBLE","REGGIE.SCURRY","Middle Tenn.",5.75,2.65,3.1,9,10,100,140,-40,9,14,7,8,4,6,2,2,0,2,1,0,1,0,3,5,3,4,1,0,2,2,0,0,3,2,2,3,9.5,0.571,0.75,0,1,1,0,0.571,0.875,0.602,0.875,1,0.8,0.5,0,0.286,0.25,0.429,0.625,0.286,0.125,0.143,0,0.5,0.5,0.333,0.2,0,0,0.333,1,17.667,18.6
"129","ANTONIO.GREEN","JAYCE.JOHNSON","JUNIOR.FARQUHAR","KARL.GAMBLE","REGGIE.SCURRY","Middle Tenn.",1.133,0.65,0.483,2,1,50,0,50,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.5,0,0,0,0,0.5,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,1,19.5,29
"130","ARMEL.POTTER","ARNALDO.TORO","DJ.WILLIAMS","JUSTIN.MAZZULLA","TERRY.NOLAN","George Washington",14.55,6.733,7.817,22,24,86.364,100,-13.636,19,24,16,21,6,10,7,5,3,2,4,3,4,2,3,11,3,5,1,2,9,9,0,0,5,3,3,6,22.5,0.375,0.476,0.429,0.4,1,0.667,0.469,0.524,0.531,0.535,1,0.455,0,0.6,0.438,0.238,0.188,0.524,0.375,0.238,0.25,0.143,0.5,0.6,0.227,0.125,0,0,0.1,0.818,18.364,19.542
"131","ARMEL.POTTER","ARNALDO.TORO","DJ.WILLIAMS","MACEO.JACK","TERRY.NOLAN","George Washington",2.483,1.133,1.35,5,5,20,120,-100,1,6,1,4,0,3,0,1,0,0,2,0,1,0,1,3,0,3,0,0,1,1,0,1,3,1,0,2,5,0,0.75,0,0,0.5,0,0,0.75,0.256,0.75,0,1,0,0,0,0.25,1,0.75,0,0,2,0,0,0.667,0.6,0.2,0,1,0,1,13.6,16.2
"132","ARMEL.POTTER","ARNALDO.TORO","JUSTIN.MAZZULLA","JUSTIN.WILLIAMS","TERRY.NOLAN","George Washington",1.283,0.267,1.017,4,4,150,0,150,6,0,3,1,2,0,0,1,0,0,2,1,2,0,3,0,2,0,1,0,2,0,0,0,1,1,0,0,3,0.667,0,0,0,1,0,0.667,0,0.759,0,0.667,0,0,0,0,1,1,0,0,0,0.667,1,0,0,0.25,0.25,0,0,1,1,4,15.25
"133","ARMEL.POTTER","ARNALDO.TORO","JUSTIN.MAZZULLA","MEZIE.OFFURUM","TERRY.NOLAN","George Washington",2.583,1.65,0.933,4,4,0,125,-125,0,5,3,3,0,2,1,2,0,1,0,0,0,0,1,1,0,1,0,0,1,3,0,0,1,1,0,0,4,0,0.667,0,0.5,0,0,0,0.833,0,0.833,0,1,0,0,0.333,0.667,0.333,0.333,0.333,0,0,0,0,0,0.25,0.25,0,0,0,1,24.75,14
"134","ARMEL.POTTER","DJ.WILLIAMS","JUSTIN.MAZZULLA","MACEO.JACK","MARCUS.LITTLES","George Washington",0.883,0.833,0.05,2,1,100,300,-200,2,3,3,1,1,1,0,1,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,1,1.5,0.333,1,0,1,0,0,0.333,1.5,0.333,1.5,0.333,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.5,0,25,3
"135","ARMEL.POTTER","DJ.WILLIAMS","JUSTIN.MAZZULLA","MARCUS.LITTLES","TERRY.NOLAN","George Washington",1.433,0.633,0.8,3,3,66.667,200,-133.333,2,6,0,3,0,2,0,3,0,2,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2.5,0,0.667,0,0.667,0.667,0,0,1,0.702,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.333,0,0,0,0,0,12.667,16
"136","ARMEL.POTTER","JUSTIN.MAZZULLA","MACEO.JACK","MARCUS.LITTLES","MEZIE.OFFURUM","George Washington",0.933,0.183,0.75,1,2,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,22.5
"137","ARMEL.POTTER","MACEO.JACK","MARCUS.LITTLES","MEZIE.OFFURUM","TERRY.NOLAN","George Washington",2.833,1.3,1.533,5,5,120,80,40,6,4,4,5,2,2,1,0,0,0,2,0,2,0,3,3,2,1,1,1,2,1,0,1,1,1,0,1,5,0.5,0.4,0,0,1,0,0.5,0.4,0.606,0.4,0.667,0.333,0,0.5,0.25,0,0.75,0.6,0,0.4,0.5,0,0,0.5,0.2,0.2,0,0.25,0.5,0.667,15.6,18.4
"138","ARNALDO.TORO","DJ.WILLIAMS","JUSTIN.MAZZULLA","MACEO.JACK","SHANDON.BROWN","George Washington",2.183,1.25,0.933,3,3,266.667,233.333,33.333,8,7,3,4,3,3,2,1,2,1,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,3,3,3,1,0.75,1,1,0,0,1.333,0.875,1.333,0.875,0,0.667,1,0,0.667,0.25,0,0.75,0.333,0,0,0,1,1,0,0,0,0,0,0,25,18.667
"139","ARNALDO.TORO","DJ.WILLIAMS","JUSTIN.MAZZULLA","SHANDON.BROWN","TERRY.NOLAN","George Washington",0.95,0.55,0.4,2,2,150,150,0,3,3,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,1,1,0,1,1.5,1.017,1.5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0.5,0.5,0,0,0,0,16.5,12
"140","ARNALDO.TORO","DJ.WILLIAMS","MEZIE.OFFURUM","SHANDON.BROWN","TERRY.NOLAN","George Washington",0.383,0,0.383,0,1,0,200,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0,0,0,1,0,0.5,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,23
"141","AUDIESE.TONEY","JARED.WILSONFRAME","KENE.CHUKWUKA","MALIK.ELLISON","SIDY.NDIR","Pittsburgh",1.017,0.483,0.533,2,2,100,250,-150,2,5,1,1,1,1,0,1,0,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,1,0,1,1,1.5,1,1.282,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0.5,0,0,0,0,0,14.5,16
"142","AUDIESE.TONEY","JARED.WILSONFRAME","KENE.CHUKWUKA","MALIK.ELLISON","XAVIER.JOHNSON","Pittsburgh",3.067,2,1.067,4,3,100,166.667,-66.667,4,5,4,2,1,1,3,2,1,1,2,2,1,2,0,0,0,0,2,0,1,2,0,0,1,0,1,1,3.5,0.25,0.5,0.333,0.5,0.5,1,0.375,0.75,0.404,0.847,0,0,0,0,0.75,1,0,0,0.25,0,0.5,1,1,1,0.25,0,0,0,0.5,1,30,21.333
"143","AUDIESE.TONEY","JARED.WILSONFRAME","KENE.CHUKWUKA","SIDY.NDIR","TREY.MCGOWENS","Pittsburgh",1.833,1.15,0.683,3,3,66.667,100,-33.333,2,3,2,2,0,1,1,1,0,1,2,0,2,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1,3,0,0.5,0,1,1,0,0,0.75,0.339,0.75,0,0,0,0,0.5,0.5,0,0.5,0.5,0,1,0,0,1,0,0.333,0,0,0,1,23,13.667
"144","AUDIESE.TONEY","JARED.WILSONFRAME","KENE.CHUKWUKA","SIDY.NDIR","XAVIER.JOHNSON","Pittsburgh",2.6,1.033,1.567,4,5,125,160,-35,5,8,3,2,1,2,2,0,1,0,2,5,2,4,1,2,0,2,0,0,1,2,0,0,0,1,1,0,4.5,0.333,1,0.5,0,1,0.8,0.5,1,0.633,0.914,0,1,0,0,0.667,0,0.333,1,0,0,0.667,2.5,1,0,0,0.2,0,0,0,1,15.5,18.8
"145","AUDIESE.TONEY","JARED.WILSONFRAME","KENE.CHUKWUKA","TREY.MCGOWENS","XAVIER.JOHNSON","Pittsburgh",4.383,1.833,2.55,6,7,116.667,100,16.667,7,7,4,3,3,2,1,1,1,1,0,2,0,2,3,1,2,1,0,1,0,1,0,0,1,3,3,1,5.5,0.75,0.667,1,1,0,1,0.875,0.833,0.875,0.886,0.667,1,0,0,0.25,0.333,0.75,0.333,0,0.333,0,0.667,1,0.5,0.167,0.429,0,0,0,0,18.333,21.857
"146","AUDIESE.TONEY","JARED.WILSONFRAME","SIDY.NDIR","TERRELL.BROWN","TREY.MCGOWENS","Pittsburgh",2.683,1.083,1.6,4,4,100,50,50,4,2,4,2,2,1,1,0,0,0,0,0,0,0,3,2,2,1,0,0,2,2,1,1,0,1,2,0,3.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.667,0.5,0,0,0.25,0,0.75,1,0,0,0,0,1,0,0,0.25,0.5,0.25,0,1,16.25,24
"147","AUDIESE.TONEY","JARED.WILSONFRAME","SIDY.NDIR","TERRELL.BROWN","XAVIER.JOHNSON","Pittsburgh",0.05,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"148","AUDIESE.TONEY","JARED.WILSONFRAME","TERRELL.BROWN","TREY.MCGOWENS","XAVIER.JOHNSON","Pittsburgh",6.85,3.767,3.083,11,10,54.545,120,-65.455,6,12,7,8,2,5,4,1,1,0,2,2,1,2,2,4,1,4,1,0,3,4,0,0,4,1,1,3,10.5,0.286,0.625,0.25,0,0.5,1,0.357,0.625,0.377,0.67,0.5,1,0,0.333,0.571,0.125,0.286,0.5,0.143,0.375,0.286,0.25,0.5,0.6,0.364,0.1,0,0,0.2,1,20.545,18.5
"149","AUDIESE.TONEY","KENE.CHUKWUKA","SIDY.NDIR","TREY.MCGOWENS","XAVIER.JOHNSON","Pittsburgh",2.45,1.483,0.967,4,4,125,175,-50,5,7,4,3,2,2,1,2,1,1,0,2,0,2,3,1,1,1,1,0,1,1,0,1,1,0,1,1,4,0.5,0.667,1,0.5,0,1,0.625,0.833,0.625,0.886,0.333,1,0,0,0.25,0.667,0.75,0.333,0,0,0,0.667,0.5,0.5,0.25,0,0,0.25,0.5,1,22.25,14.5
"150","AUDIESE.TONEY","SIDY.NDIR","TERRELL.BROWN","TREY.MCGOWENS","XAVIER.JOHNSON","Pittsburgh",1.55,0.9,0.65,2,2,0,100,-100,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0,0,0,27,19.5
"151","AUSTIN.KATSTRA","JAYDEN.NIXON","KIHEI.CLARK","KODY.STATTMANN","MARCO.ANTHONY","Virginia",0.867,0.7,0.167,2,2,0,100,-100,0,2,1,3,0,1,0,1,0,0,0,1,0,0,1,2,0,1,0,1,2,1,1,1,1,0,0,0,2,0,0.333,0,0,0,0,0,0.333,0,0.288,0,0.5,0,0,0,0.333,1,0.667,0,0,0,0.333,0,0,0.5,0,0.333,1,0,0.667,21,5
"152","AUSTIN.WILEY","BRYCE.BROWN","DANJEL.PURIFOY","JARED.HARPER","SAMIR.DOUGHTY","Auburn",0.75,0.233,0.517,1,1,200,0,200,2,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,31
"153","AUSTIN.WILEY","BRYCE.BROWN","DANJEL.PURIFOY","JVON.MCCORMICK","SAMIR.DOUGHTY","Auburn",2.45,1.317,1.133,3,3,100,200,-100,3,6,3,3,1,2,3,2,1,2,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,1,2,3,0.333,0.667,0.333,1,0,0,0.5,1,0.5,1,0,0,0,0,1,0.667,0,0.333,0,0,0,0,1,1,0,0.333,0.333,0,0,0,26.333,22.667
"154","AUSTIN.WILEY","BRYCE.BROWN","HORACE.SPENCER","JARED.HARPER","SAMIR.DOUGHTY","Auburn",0.633,0,0.633,0,1,0,200,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,38
"155","AUSTIN.WILEY","DANJEL.PURIFOY","JARED.HARPER","JVON.MCCORMICK","MALIK.DUNBAR","Auburn",0.267,0.133,0.133,1,1,0,200,-200,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.678,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,8,8
"156","AUSTIN.WILEY","DANJEL.PURIFOY","JARED.HARPER","JVON.MCCORMICK","SAMIR.DOUGHTY","Auburn",4.05,1.65,2.4,7,7,57.143,85.714,-28.571,4,6,3,7,2,3,1,0,0,0,0,0,0,0,0,3,0,1,0,1,3,2,2,1,2,1,0,1,6,0.667,0.429,0,0,0,0,0.667,0.429,0.667,0.429,0,0.333,1,0.5,0.333,0,0,0.429,0.667,0.571,0,0,0,0.333,0.286,0.143,0.286,0.333,0,0.75,14.143,20.571
"157","AUSTIN.WILEY","HORACE.SPENCER","JARED.HARPER","JVON.MCCORMICK","SAMIR.DOUGHTY","Auburn",2.033,0.867,1.167,4,3,175,133.333,41.667,7,4,3,3,2,2,2,1,1,0,2,0,2,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,3.5,0.667,0.667,0.5,0,1,0,0.833,0.667,0.886,0.667,1,1,0,1,0.667,0.333,0.333,0.333,0,0.333,0.667,0,0,0.5,0,0.333,0,0,0,0,13,23.333
"158","BLAKE.HARRIS","BRAXTON.BEVERLY","DEREK.FUNDERBURK","DEVON.DANIELS","JERICOLE.HELLEMS","NC State",0.4,0.4,0,1,0,200,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,1.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"159","BLAKE.HARRIS","BRAXTON.BEVERLY","DEREK.FUNDERBURK","DEVON.DANIELS","TORIN.DORN","NC State",1.783,0.583,1.2,4,4,50,150,-100,2,6,1,3,1,2,0,2,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,2.5,1,0.667,0,0.5,0,1,1,0.833,1,0.863,1,1,0,0,0,0.667,1,0.333,0,0,0,0.333,1,0.5,0.25,0.25,0,0,0,0,8.75,18
"160","BLAKE.HARRIS","BRAXTON.BEVERLY","DEVON.DANIELS","TORIN.DORN","WYATT.WALKER","NC State",1.217,0.55,0.667,1,2,200,100,100,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1.5,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0.5,0,0,0,0,33,20
"161","BLAKE.HARRIS","CJ.BRYCE","DEREK.FUNDERBURK","DEVON.DANIELS","JERICOLE.HELLEMS","NC State",1.217,0.533,0.683,2,3,200,100,100,4,3,2,2,2,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,2,1,0.5,0,0,0,1,1,0.5,1,0.606,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,0,0,0,0,0,1,16,13.667
"162","BLAKE.HARRIS","DEREK.FUNDERBURK","DEVON.DANIELS","JERICOLE.HELLEMS","MARKELL.JOHNSON","NC State",2.817,1.133,1.683,4,4,50,150,-100,2,6,4,3,1,2,1,1,0,1,0,1,0,1,2,2,1,1,1,1,0,2,0,1,1,1,1,1,3.5,0.25,0.667,0,1,0,1,0.25,0.833,0.25,0.863,0.5,0.5,0,0,0.25,0.333,0.5,0.667,0.25,0,0,0.333,1,0.5,0.25,0.25,0,0.25,0.333,0,17,25.25
"163","BLAKE.HARRIS","DEREK.FUNDERBURK","DEVON.DANIELS","MARKELL.JOHNSON","TORIN.DORN","NC State",5.1,2.367,2.733,8,8,62.5,62.5,0,5,5,8,8,2,2,2,5,0,1,2,1,1,0,3,2,1,1,1,1,6,6,0,0,0,0,0,1,7.5,0.25,0.25,0,0.2,0.5,0,0.25,0.312,0.279,0.295,0.333,0.5,0.333,0,0.25,0.625,0.375,0.25,0.375,0.125,0.25,0.125,0,0.5,0,0,0,0,0.143,0.857,17.75,20.5
"164","BRAD.DAVISON","BREVIN.PRITZL","DMITRIK.TRICE","KOBE.KING","NATE.REUVERS","Wisconsin",0.733,0.317,0.417,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19,25
"165","BRAD.DAVISON","BREVIN.PRITZL","ETHAN.HAPP","KOBE.KING","TREVOR.ANDERSON","Wisconsin",2.9,1.65,1.25,3,3,66.667,133.333,-66.667,2,4,4,4,1,2,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,0,0,0,1,1,3,0.25,0.5,0,0,0,0,0.25,0.5,0.25,0.5,0.5,1,0,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0,0,1,0.5,0,0,0,0,0.333,0.5,33,25
"166","BRAD.DAVISON","DMITRIK.TRICE","ETHAN.HAPP","KHALIL.IVERSON","KOBE.KING","Wisconsin",4.817,1.933,2.883,8,9,75,111.111,-36.111,6,10,6,6,3,3,1,1,0,0,0,6,0,4,5,2,3,2,0,1,4,3,0,0,2,1,2,1,8.5,0.5,0.5,0,0,0,0.667,0.5,0.5,0.5,0.565,0.6,1,0,0.333,0.167,0.167,0.833,0.333,0,0.5,0,1,0.667,0.333,0.25,0.111,0,0,0,0.8,14.5,19.222
"167","BRAD.DAVISON","DMITRIK.TRICE","ETHAN.HAPP","KHALIL.IVERSON","NATE.REUVERS","Wisconsin",11.867,5.95,5.917,17,17,76.471,82.353,-5.882,13,14,17,19,6,5,5,8,1,2,0,2,0,2,6,6,5,3,2,4,10,9,2,0,2,1,4,2,17,0.353,0.263,0.2,0.25,0,1,0.382,0.316,0.382,0.351,0.833,0.5,0,0,0.294,0.421,0.353,0.316,0.353,0.263,0,0.105,0.667,0.4,0.118,0.059,0.105,0,0.182,0.714,21,20.882
"168","BRAD.DAVISON","DMITRIK.TRICE","ETHAN.HAPP","KOBE.KING","NATE.REUVERS","Wisconsin",4.233,2.05,2.183,6,5,100,40,60,6,2,5,5,2,1,2,1,1,0,2,0,1,0,2,2,0,0,1,0,4,3,1,1,1,0,2,1,5.5,0.4,0.2,0.5,0,0.5,0,0.5,0.2,0.504,0.2,0,0,1,0.5,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0,1,1,0.167,0,0.2,0.2,0.25,1,20.5,26.2
"169","BRADY.MANEK","CHRISTIAN.JAMES","JAMAL.BIENIEMY","KRISTIAN.DOOLITTLE","MILES.REYNOLDS","Oklahoma",15,5.9,9.1,21,21,128.571,57.143,71.429,27,12,19,20,10,4,10,12,5,2,2,4,2,2,3,3,3,1,1,4,13,8,0,0,2,3,5,1,21,0.526,0.2,0.5,0.167,1,0.5,0.658,0.25,0.677,0.274,1,0.333,0.333,0.2,0.526,0.6,0.158,0.15,0.316,0.25,0.105,0.2,0.5,0.25,0.095,0.143,0,0,0.111,0.765,16.857,26
"170","BRADY.MANEK","CHRISTIAN.JAMES","JAMAL.BIENIEMY","KRISTIAN.DOOLITTLE","RASHARD.ODOMES","Oklahoma",10.117,4.833,5.283,13,14,84.615,150,-65.385,11,21,13,14,5,10,5,4,1,1,0,0,0,0,2,6,1,5,2,1,3,6,0,2,2,1,1,3,13.5,0.385,0.714,0.2,0.25,0,0,0.423,0.75,0.423,0.75,0.5,0.833,0.5,1,0.385,0.286,0.154,0.429,0.462,0.286,0,0,0.2,0.3,0.154,0.071,0,0.154,0.25,0.75,22.308,22.643
