"","P1","P2","P3","P4","P5","Team","Mins","oMins","dMins","oPOSS","dPOSS","ORTG","DRTG","NETRTG","PTS","dPTS","FGA","dFGA","FGM","dFGM","TPA","dTPA","TPM","dTPM","FTA","dFTA","FTM","dFTM","RIMA","dRIMA","RIMM","dRIMM","ORB","dORB","DRB","dDRB","BLK","dBLK","TO","dTO","AST","dAST","ePOSS","FG.","dFG.","TPP","dTPP","FTP","dFTP","eFG.","deFG.","TS.","dTS.","RIM.","dRIM.","MID.","dMID.","TPrate","dTPrate","RIMrate","dRIMrate","MIDrate","dMIDrate","FTrate","dFTrate","ASTrate","dASTrate","TOrate","dTOrate","BLKrate","oBLKrate","ORB.","DRB.","TimePerPoss","dTimePerPoss"
"1","AAMIR.SIMMS","CLYDE.TRAPP","DAVID.SKARA","ELIJAH.THOMAS","MARCQUISE.REED","Clemson",6.1,2.9,3.2,11,12,72.727,125,-52.273,8,15,6,9,2,5,0,7,0,4,6,2,4,1,4,2,2,1,0,0,5,5,0,0,2,2,1,5,11.5,0.333,0.556,0,0.571,0.667,0.5,0.333,0.778,0.452,0.754,0.5,0.5,0,0,0,0.778,0.667,0.222,0.333,0,1,0.222,0.5,1,0.182,0.167,0,0,0,1,15.818,16
"2","AAMIR.SIMMS","CLYDE.TRAPP","DAVID.SKARA","JAVAN.WHITE","MARCQUISE.REED","Clemson",0.65,0,0.65,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39
"3","AAMIR.SIMMS","CLYDE.TRAPP","DAVID.SKARA","JOHN.NEWMAN","TREY.JEMISON","Clemson",1.117,0.4,0.717,2,2,0,50,-50,0,1,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1.5,0,0,0,0,0,0.333,0,0,0,0.351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,12,21.5
"4","AAMIR.SIMMS","CLYDE.TRAPP","DAVID.SKARA","MARCQUISE.REED","SHELTON.MITCHELL","Clemson",2.3,0.933,1.367,5,4,60,75,-15,3,3,5,2,1,1,2,0,0,0,2,2,1,1,2,1,0,1,1,0,1,4,0,0,0,1,0,0,4.5,0.2,0.5,0,0,0.5,0.5,0.2,0.5,0.252,0.508,0,1,1,0,0.4,0,0.4,0.5,0.2,0.5,0.4,1,0,0,0,0.25,0,0,0.2,1,11.2,20.5
"5","AAMIR.SIMMS","CLYDE.TRAPP","DAVID.SKARA","MARCQUISE.REED","TREY.JEMISON","Clemson",1.25,0.75,0.5,2,2,200,150,50,4,3,1,2,1,1,0,2,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0.5,0,0.5,1,0,1,0.75,1.026,0.75,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,22.5,15
"6","AAMIR.SIMMS","CLYDE.TRAPP","ELIJAH.THOMAS","JOHN.NEWMAN","MARCQUISE.REED","Clemson",1.067,0.483,0.583,1,2,0,200,-200,0,4,1,1,0,1,1,0,0,0,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.5,0,1,0,0,0,1,0,1,0,1.026,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,29,17.5
"7","AAMIR.SIMMS","CLYDE.TRAPP","ELIJAH.THOMAS","MARCQUISE.REED","SHELTON.MITCHELL","Clemson",1.2,0.483,0.717,3,2,66.667,100,-33.333,2,2,1,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2.5,0,0.5,0,0,1,0,0,0.5,0.513,0.5,0,0,0,0.5,0,0,0,0,1,1,2,0,0,0,0.333,0,0,0,0,1,9.667,21.5
"8","AAMIR.SIMMS","DAVID.SKARA","ELIJAH.THOMAS","JOHN.NEWMAN","SHELTON.MITCHELL","Clemson",1.2,0.217,0.983,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13,59
"9","AAMIR.SIMMS","DAVID.SKARA","ELIJAH.THOMAS","MARCQUISE.REED","SHELTON.MITCHELL","Clemson",14.233,6.7,7.533,22,20,72.727,90,-17.273,16,18,22,22,6,7,10,8,1,4,5,0,3,0,8,2,4,0,4,4,11,14,1,1,2,2,1,3,21,0.273,0.318,0.1,0.5,0.6,0,0.295,0.409,0.328,0.409,0.5,0,0.25,0.25,0.455,0.364,0.364,0.091,0.182,0.545,0.227,0,0.167,0.429,0.091,0.1,0.045,0.045,0.222,0.733,18.273,22.6
"10","AARON.CALIXTE","BRADY.MANEK","CHRISTIAN.JAMES","MATT.FREEMAN","RASHARD.ODOMES","Oklahoma",3.183,1.867,1.317,5,5,40,100,-60,2,5,5,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,1,1,1,1,1,5,0.2,0.5,0,0.5,0,0,0.2,0.625,0.2,0.625,0,0,0.333,0.5,0.4,0.5,0,0,0.6,0.5,0,0,1,0.5,0.2,0.2,0,0.2,0.25,1,22.4,15.8
"11","AARON.CALIXTE","CHRISTIAN.JAMES","JAMAL.BIENIEMY","KRISTIAN.DOOLITTLE","MILES.REYNOLDS","Oklahoma",0.967,0.283,0.683,2,2,50,100,-50,1,2,1,2,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1.5,0,0.5,0,0,1,0,0,0.5,0.339,0.5,0,1,0,0,1,0,0,0.5,0,0.5,1,0,0,1,0,0,0,0,0,1,8.5,20.5
"12","AARON.CALIXTE","CHRISTIAN.JAMES","KRISTIAN.DOOLITTLE","MATT.FREEMAN","MILES.REYNOLDS","Oklahoma",3.933,1.633,2.3,6,6,133.333,166.667,-33.333,8,10,5,6,2,4,2,4,2,2,2,0,2,0,1,2,0,2,1,1,1,2,0,0,1,1,1,3,6,0.4,0.667,1,0.5,1,0,0.6,0.833,0.672,0.833,0,1,0,0,0.4,0.667,0.2,0.333,0.4,0,0.4,0,0.5,0.75,0.167,0.167,0,0,0.333,0.5,16.333,23
"13","AARON.CALIXTE","HANNES.POLLA","JAMAL.BIENIEMY","MATT.FREEMAN","MILES.REYNOLDS","Oklahoma",0.033,0.033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"14","AARON.CALIXTE","JAMAL.BIENIEMY","KRISTIAN.DOOLITTLE","MATT.FREEMAN","MILES.REYNOLDS","Oklahoma",2.95,1.817,1.133,6,5,0,120,-120,0,6,5,6,0,3,2,1,0,0,0,1,0,0,0,3,0,3,1,2,2,4,1,2,1,0,0,0,4.5,0,0.5,0,0,0,0,0,0.5,0,0.463,0,1,0,0,0.4,0.167,0,0.5,0.6,0.333,0,0.167,0,0,0.167,0,0.167,0.4,0.2,0.5,18.167,13.6
"15","AARON.WHEELER","CARSEN.EDWARDS","ERIC.HUNTER","MATT.HAARMS","RYAN.CLINE","Purdue",1.833,1,0.833,2,2,0,100,-100,0,2,2,3,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1,2,0,0.333,0,0,0,0,0,0.333,0,0.333,0,1,0,0,0.5,0.333,0,0.333,0.5,0.333,0,0,0,1,0,0,0,0,0,0.5,30,25
"16","AARON.WHEELER","CARSEN.EDWARDS","ERIC.HUNTER","RYAN.CLINE","TREVION.WILLIAMS","Purdue",6.483,1.883,4.6,9,11,133.333,54.545,78.788,12,6,8,11,4,1,5,6,2,1,2,4,2,3,2,3,1,0,1,4,7,3,2,0,1,2,1,1,10,0.5,0.091,0.4,0.167,1,0.75,0.625,0.136,0.67,0.233,0.5,0,1,0,0.625,0.545,0.25,0.273,0.125,0.182,0.25,0.364,0.25,1,0.111,0.182,0.182,0,0.25,0.636,12.556,25.091
"17","AARON.WHEELER","CARSEN.EDWARDS","GRADY.EIFERT","MATT.HAARMS","RYAN.CLINE","Purdue",1.433,0.733,0.7,3,4,66.667,150,-83.333,2,6,2,2,1,1,1,1,0,0,0,4,0,4,0,1,0,1,0,1,0,1,0,0,1,1,0,0,3.5,0.5,0.5,0,0,0,1,0.5,0.5,0.5,0.769,0,1,1,0,0.5,0.5,0,0.5,0.5,0,0,2,0,0,0.333,0.25,0,0,0,0,14.667,10.5
"18","AARON.WHEELER","CARSEN.EDWARDS","MATT.HAARMS","NOJEL.EASTERN","RYAN.CLINE","Purdue",10.267,5.2,5.067,15,13,153.333,169.231,-15.897,23,22,14,17,8,9,10,7,6,4,2,0,1,0,2,3,0,2,1,4,4,5,1,2,1,0,3,4,14,0.571,0.529,0.6,0.571,0.5,0,0.786,0.647,0.769,0.647,0,0.667,1,0.429,0.714,0.412,0.143,0.176,0.143,0.412,0.143,0,0.375,0.444,0.067,0,0.059,0.143,0.167,0.5,20.8,23.385
"19","AARON.WHEELER","CARSEN.EDWARDS","MATT.HAARMS","RYAN.CLINE","TREVION.WILLIAMS","Purdue",0.717,0.25,0.467,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,28
"20","AARON.WHEELER","CARSEN.EDWARDS","NOJEL.EASTERN","RYAN.CLINE","TREVION.WILLIAMS","Purdue",0.817,0.333,0.483,1,1,300,200,100,3,2,1,1,1,0,1,1,1,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.667,1.5,0,1.5,0.412,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,20,29
"21","AARON.WIGGINS","ANTHONY.COWAN","BRUNO.FERNANDO","DARRYL.MORSELL","ERIC.AYALA","Maryland",8.833,3.3,5.533,14,14,171.429,92.857,78.571,24,13,12,14,8,4,7,2,5,0,4,6,3,5,2,4,2,2,3,3,9,1,1,0,3,0,4,3,14,0.667,0.286,0.714,0,0.75,0.833,0.875,0.286,0.863,0.386,1,0.5,0.333,0.25,0.583,0.143,0.167,0.286,0.25,0.571,0.333,0.429,0.5,0.75,0.214,0,0.071,0,0.75,0.75,14.143,23.714
"22","AARON.WIGGINS","ANTHONY.COWAN","BRUNO.FERNANDO","DARRYL.MORSELL","JALEN.SMITH","Maryland",4,2.033,1.967,5,5,120,180,-60,6,9,8,5,3,3,0,4,0,3,0,0,0,0,5,0,3,0,4,1,1,1,1,1,1,1,2,3,5,0.375,0.6,0,0.75,0,0,0.375,0.9,0.375,0.9,0.6,0,0,0,0,0.8,0.625,0,0.375,0.2,0,0,0.667,1,0.2,0.2,0.2,0.125,0.8,0.5,24.4,23.6
"23","AARON.WIGGINS","ANTHONY.COWAN","BRUNO.FERNANDO","ERIC.AYALA","SERREL.SMITH","Maryland",0.5,0.217,0.283,1,1,200,0,200,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0.678,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,13,17
"24","AARON.WIGGINS","ANTHONY.COWAN","BRUNO.FERNANDO","JALEN.SMITH","SERREL.SMITH","Maryland",0.733,0.7,0.033,1,1,0,200,-200,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,42,2
"25","AARON.WIGGINS","ANTHONY.COWAN","DARRYL.MORSELL","ERIC.AYALA","JALEN.SMITH","Maryland",2.75,1.25,1.5,4,4,125,225,-100,5,9,3,6,2,4,1,1,0,1,2,1,1,0,1,4,1,3,0,2,0,1,0,0,0,0,0,1,4,0.667,0.667,0,1,0.5,0,0.667,0.75,0.633,0.695,1,0.75,1,0,0.333,0.167,0.333,0.667,0.333,0.167,0.667,0.167,0,0.25,0,0,0,0,0,0,18.75,22.5
"26","AARON.WIGGINS","ANTHONY.COWAN","ERIC.AYALA","JALEN.SMITH","SERREL.SMITH","Maryland",2.183,0.367,1.817,3,4,100,50,50,3,2,1,4,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,3.5,1,0.25,0,0,0.5,0,1,0.25,0.769,0.25,0,0,1,0.333,0,0.25,0,0,1,0.75,2,0,0,0,0.333,0,0,0,0,1,7.333,27.25
"27","AARON.WIGGINS","BRUNO.FERNANDO","DARRYL.MORSELL","ERIC.AYALA","JALEN.SMITH","Maryland",2.4,1.6,0.8,4,3,125,166.667,-41.667,5,5,4,3,2,2,0,2,0,1,1,0,1,0,2,1,2,1,1,0,1,1,0,0,1,0,0,1,3.5,0.5,0.667,0,0.5,1,0,0.5,0.833,0.559,0.833,1,1,0,0,0,0.667,0.5,0.333,0.5,0,0.25,0,0,0.5,0.25,0,0,0,0.5,1,24,16
"28","AARON.WIGGINS","BRUNO.FERNANDO","DARRYL.MORSELL","ERIC.AYALA","SERREL.SMITH","Maryland",0.5,0.483,0.017,3,2,100,100,0,3,2,3,0,1,0,3,0,1,0,0,4,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.5,0.333,0,0.333,0,0,0.5,0.5,0,0.5,0.526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,9.667,0.5
"29","AARON.WIGGINS","ERIC.AYALA","IVAN.BENDER","RICKY.LINDO","SERREL.SMITH","Maryland",2.117,1.167,0.95,4,3,0,66.667,-66.667,0,2,2,3,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,2,0,0,1,3.5,0,0.333,0,0,0,0,0,0.333,0,0.333,0,0.5,0,0,0.5,0,0,0.667,0.5,0.333,0,0,0,1,0.5,0,0,0,0,1,17.5,19
"30","ABDOULAYE.GUEYE","CURTIS.HAYWOOD","JOSE.ALVARADO","KRISTIAN.SJOLUND","MICHAEL.DEVOE","Georgia Tech",0.25,0.25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"31","ABDOULAYE.GUEYE","EVAN.COLE","JOSE.ALVARADO","KHALID.MOORE","MICHAEL.DEVOE","Georgia Tech",2.717,1.683,1.033,4,3,125,133.333,-8.333,5,4,2,1,2,1,0,0,0,0,2,2,1,2,2,1,2,1,0,0,0,1,0,0,1,1,0,0,3.5,1,1,0,0,0.5,1,1,1,0.847,1.026,1,1,0,0,0,0,1,1,0,0,1,2,0,0,0.25,0.333,0,0,0,0,25.25,20.667
"32","ABDOULAYE.GUEYE","JAMES.BANKS","JOSE.ALVARADO","KRISTIAN.SJOLUND","MICHAEL.DEVOE","Georgia Tech",0.783,0.583,0.2,1,1,0,300,-300,0,3,2,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1.017,0,1,0,0,0,0,0.5,1,0.5,0,0,1,0,1,0,0,0,0,0.5,0,35,12
"33","ABDOULAYE.GUEYE","JOSE.ALVARADO","KHALID.MOORE","MICHAEL.DEVOE","MOSES.WRIGHT","Georgia Tech",1.1,0.4,0.7,1,2,200,150,50,2,3,1,1,1,1,0,0,0,0,0,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1.5,1,1,0,0,0,0.5,1,1,1,0.769,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,24,21
"34","ABDOULAYE.GUEYE","JOSE.ALVARADO","KRISTIAN.SJOLUND","MICHAEL.DEVOE","MOSES.WRIGHT","Georgia Tech",1.25,0.8,0.45,2,2,100,250,-150,2,5,2,2,1,2,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,2,0.5,1,0,1,0,0,0.5,1.25,0.5,1.25,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,24,13.5
"35","ABDOULAYE.GUEYE","JOSE.ALVARADO","KRISTIAN.SJOLUND","MOSES.WRIGHT","SHEMBARI.PHILLIPS","Georgia Tech",2.833,1.433,1.4,4,4,50,75,-25,2,3,6,3,1,1,0,1,0,1,0,0,0,0,5,1,1,0,2,1,1,3,1,1,0,2,0,1,4,0.167,0.333,0,1,0,0,0.167,0.5,0.167,0.5,0.2,0,0,0,0,0.333,0.833,0.333,0.167,0.333,0,0,0,1,0,0.5,0.333,0.167,0.4,0.5,21.5,21
"36","ADAM.MITOLA","ARMEL.POTTER","ARNALDO.TORO","DJ.WILLIAMS","MACEO.JACK","George Washington",1.967,1.117,0.85,3,3,100,33.333,66.667,3,1,2,1,0,0,1,0,0,0,4,2,3,1,1,1,0,0,1,0,1,2,1,1,0,1,0,0,3,0,0,0,0,0.75,0.5,0,0,0.385,0.256,0,0,0,0,0.5,0,0.5,1,0,0,2,2,0,0,0,0.333,1,0.5,0.333,1,22.333,17
"37","AHMED.HILL","ISAIAH.WILKINS","KERRY.BLACKSHEAR","NICKEIL.ALEXANDERWALKER","TY.OUTLAW","Virginia Tech",7.617,3.333,4.283,12,12,100,66.667,33.333,12,8,10,9,5,3,3,2,0,0,2,2,2,2,5,6,4,3,3,4,2,1,1,2,4,6,2,1,12,0.5,0.333,0,0,1,1,0.5,0.333,0.548,0.402,0.8,0.5,0.5,0,0.3,0.222,0.5,0.667,0.2,0.111,0.2,0.222,0.4,0.333,0.333,0.5,0.111,0.2,0.75,0.333,16.667,21.417
"38","AHMED.HILL","ISAIAH.WILKINS","NICKEIL.ALEXANDERWALKER","PJ.HORNE","TY.OUTLAW","Virginia Tech",2.25,1.483,0.767,3,3,66.667,133.333,-66.667,2,4,2,2,1,2,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,3,0.5,1,0,0,0,0,0.5,1,0.5,1,1,1,0,1,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0.333,0.333,0,0,0,0,29.667,15.333
"39","AHMED.HILL","JONATHAN.KABONGO","KERRY.BLACKSHEAR","NICKEIL.ALEXANDERWALKER","TY.OUTLAW","Virginia Tech",7.283,3.817,3.467,13,10,123.077,110,13.077,16,11,14,8,6,4,4,5,0,3,5,0,4,0,8,1,6,1,3,0,4,6,0,0,0,2,0,2,11.5,0.429,0.5,0,0.6,0.8,0,0.429,0.688,0.489,0.688,0.75,1,0,0,0.286,0.625,0.571,0.125,0.143,0.25,0.357,0,0,0.5,0,0.2,0,0,0.333,1,17.615,20.8
"40","AHMED.HILL","JONATHAN.KABONGO","KERRY.BLACKSHEAR","NICKEIL.ALEXANDERWALKER","WABISSA.BEDE","Virginia Tech",0.3,0.1,0.2,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6,6
"41","AHMED.HILL","JUSTIN.ROBINSON","KERRY.BLACKSHEAR","NICKEIL.ALEXANDERWALKER","WABISSA.BEDE","Virginia Tech",15.45,6.4,9.05,20,21,135,147.619,-12.619,27,31,17,19,8,11,11,9,4,6,9,3,7,3,2,7,2,4,2,4,3,7,1,0,1,5,6,7,20.5,0.471,0.579,0.364,0.667,0.778,1,0.588,0.737,0.635,0.759,1,0.571,0.5,0.333,0.647,0.474,0.118,0.368,0.235,0.158,0.529,0.158,0.75,0.636,0.05,0.238,0.053,0,0.222,0.429,19.2,25.857
"42","AHMED.HILL","JUSTIN.ROBINSON","KERRY.BLACKSHEAR","TY.OUTLAW","WABISSA.BEDE","Virginia Tech",5.633,2.7,2.933,7,7,100,171.429,-71.429,7,12,6,8,3,5,1,3,1,2,0,0,0,0,3,5,2,3,0,1,2,3,0,1,1,0,1,2,7,0.5,0.625,1,0.667,0,0,0.583,0.75,0.583,0.75,0.667,0.6,0,0,0.167,0.375,0.5,0.625,0.333,0,0,0,0.333,0.4,0.143,0,0,0.167,0,0.667,23.143,25.143
"43","AHMED.HILL","JUSTIN.ROBINSON","NICKEIL.ALEXANDERWALKER","PJ.HORNE","TY.OUTLAW","Virginia Tech",2.883,1.8,1.083,5,4,80,250,-170,4,10,5,6,1,4,3,1,0,1,2,1,2,1,2,4,1,3,2,2,0,2,0,0,0,0,0,2,4,0.2,0.667,0,1,1,1,0.2,0.75,0.336,0.772,0.5,0.75,0,0,0.6,0.167,0.4,0.667,0,0.167,0.4,0.167,0,0.5,0,0,0,0,0.5,0,21.6,16.25
"44","AHMED.HILL","JUSTIN.ROBINSON","PJ.HORNE","TY.OUTLAW","WABISSA.BEDE","Virginia Tech",1.517,0.833,0.683,2,3,0,200,-200,0,6,1,3,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2.5,0,0.667,0,0.667,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0.5,0,0,0,0,1,25,13.667
"45","AHMED.HILL","KERRY.BLACKSHEAR","NICKEIL.ALEXANDERWALKER","PJ.HORNE","TY.OUTLAW","Virginia Tech",5.05,2.883,2.167,7,6,85.714,216.667,-130.952,6,13,6,6,2,5,3,4,0,3,4,0,2,0,1,1,1,1,1,1,0,4,0,0,1,1,0,5,7,0.333,0.833,0,0.75,0.5,0,0.333,1.083,0.38,1.083,1,1,0.5,1,0.5,0.667,0.167,0.167,0.333,0.167,0.667,0,0,1,0.143,0.167,0,0,0.2,0,24.714,21.667
"46","AHMED.HILL","KERRY.BLACKSHEAR","NICKEIL.ALEXANDERWALKER","TY.OUTLAW","WABISSA.BEDE","Virginia Tech",25.167,11.733,13.433,34,37,102.941,110.811,-7.87,35,41,32,33,13,15,20,20,4,6,6,9,5,5,9,5,7,5,6,5,10,11,1,2,6,6,9,8,36.5,0.406,0.455,0.2,0.3,0.833,0.556,0.469,0.545,0.502,0.55,0.778,1,0.667,0.5,0.625,0.606,0.281,0.152,0.094,0.242,0.188,0.273,0.692,0.533,0.176,0.162,0.03,0.062,0.353,0.667,20.706,21.784
"47","AHMED.HILL","NICKEIL.ALEXANDERWALKER","PJ.HORNE","TY.OUTLAW","WABISSA.BEDE","Virginia Tech",2.433,1.067,1.367,3,5,100,120,-20,3,6,3,4,1,2,1,1,1,0,0,2,0,2,0,2,0,2,1,1,1,1,0,0,1,1,1,2,4,0.333,0.5,1,0,0,1,0.5,0.5,0.5,0.606,0,1,0,0,0.333,0.25,0,0.5,0.667,0.25,0,0.5,1,1,0.333,0.2,0,0,0.5,0.5,21.333,16.4
"48","AJ.LAWSON","ALANZO.FRINK","CHRIS.SILVA","EVAN.HINSON","HASSANI.GRAVETT","South Carolina",3.3,1.55,1.75,7,5,142.857,160,-17.143,10,8,6,6,3,3,2,3,0,0,4,2,4,2,3,2,2,2,2,2,1,1,0,0,1,0,1,1,6,0.5,0.5,0,0,1,1,0.5,0.5,0.633,0.576,0.667,1,1,1,0.333,0.5,0.5,0.333,0.167,0.167,0.667,0.333,0.333,0.333,0.143,0,0,0,0.667,0.333,13.286,21
"49","AJ.LAWSON","ALANZO.FRINK","CHRIS.SILVA","FELIPE.HAASE","HASSANI.GRAVETT","South Carolina",0.5,0,0.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"50","AJ.LAWSON","ALANZO.FRINK","CHRIS.SILVA","HASSANI.GRAVETT","KEYSHAWN.BRYANT","South Carolina",6.217,3.367,2.85,8,7,150,128.571,21.429,12,9,12,6,5,4,2,1,1,1,4,0,1,0,5,2,2,1,6,0,2,3,2,1,1,1,1,2,8,0.417,0.667,0.5,1,0.25,0,0.458,0.75,0.432,0.75,0.4,0.5,0.4,0.667,0.167,0.167,0.417,0.333,0.417,0.5,0.333,0,0.2,0.5,0.125,0.143,0.333,0.083,0.667,1,25.25,24.429
"51","AJ.LAWSON","ALANZO.FRINK","EVAN.HINSON","FELIPE.HAASE","HASSANI.GRAVETT","South Carolina",3.317,1.25,2.067,5,6,80,100,-20,4,6,4,6,2,3,1,2,0,0,0,0,0,0,1,3,1,3,0,0,3,2,0,0,1,0,2,1,5.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,1,1,0.5,0,0.25,0.333,0.25,0.5,0.5,0.167,0,0,1,0.333,0.2,0,0,0,0,1,15,20.667
"52","AJ.LAWSON","ALANZO.FRINK","EVAN.HINSON","FELIPE.HAASE","TRE.CAMPBELL","South Carolina",2.95,1.65,1.3,5,4,0,150,-150,0,6,5,4,0,2,3,4,0,2,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,0,2,4.5,0,0.5,0,0.5,0,0,0,0.75,0,0.75,0,0,0,0,0.6,1,0,0,0.4,0,0,0,0,1,0.2,0,0,0,0.25,1,19.8,19.5
"53","AJ.LAWSON","ALANZO.FRINK","FELIPE.HAASE","HASSANI.GRAVETT","KEYSHAWN.BRYANT","South Carolina",2.283,0.567,1.717,3,5,166.667,60,106.667,5,3,3,5,2,1,1,2,1,0,0,1,0,1,1,2,1,0,0,0,4,1,1,0,0,0,1,0,4,0.667,0.2,1,0,0,1,0.833,0.2,0.833,0.274,1,0,0,1,0.333,0.4,0.333,0.4,0.333,0.2,0,0.2,0.5,0,0,0,0.2,0,0,1,11.333,20.6
"54","AJ.LAWSON","ALANZO.FRINK","FELIPE.HAASE","HASSANI.GRAVETT","TRE.CAMPBELL","South Carolina",1.133,0.767,0.367,2,1,0,300,-300,0,3,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1.5,0,1,0,1,0,0,0,1.5,0,1.5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23,22
"55","AJ.LAWSON","CHRIS.SILVA","EVAN.HINSON","FELIPE.HAASE","HASSANI.GRAVETT","South Carolina",4.9,2.167,2.733,8,7,50,114.286,-64.286,4,8,7,8,2,2,3,4,0,1,0,5,0,3,3,1,2,1,1,3,4,4,0,0,2,0,0,1,7.5,0.286,0.25,0,0.25,0,0.6,0.286,0.312,0.286,0.386,0.667,1,0,0,0.429,0.5,0.429,0.125,0.143,0.375,0,0.625,0,0.5,0.25,0,0,0,0.2,0.571,16.25,23.429
"56","AJ.LAWSON","CHRIS.SILVA","FELIPE.HAASE","HASSANI.GRAVETT","KEYSHAWN.BRYANT","South Carolina",3.067,0.85,2.217,4,5,100,80,20,4,4,3,7,2,2,0,1,0,0,0,0,0,0,2,5,1,2,0,4,1,1,1,0,1,2,1,0,4.5,0.667,0.286,0,0,0,0,0.667,0.286,0.667,0.286,0.5,0.4,1,0,0,0.143,0.667,0.714,0.333,0.143,0,0,0.5,0,0.25,0.4,0.143,0,0,0.2,12.75,26.6
